GREEN_BAY +3.5
Houston +7
Washington +10
Indianapolis +6.5
NY_GIANTS +7
LA_RAMS -2.5
KANSAS_CITY -3.5
NY_JETS -3
SAN_FRANCISCO 0
CLEVELAND -5.5
----
CINCINNATI +1.5
CAROLINA +5.5
MINNESOTA +1.5
LA_CHARGERS 7.5
HOUSTON +2.5
KANSAS_CITY +5.5
NY_JETS -3.5  
CLEVELAND +8.5
NEW_ENGLAND -2.5
NY_GIANTS +3.5
